id,Name
158,"Man in Chadwicks"
179,"Marilyn Manson"
150,"Mary (""Our  Lady"" (50))"
367,"Mary Gildea"
214,"Mary Wills"
176,"Matty Cummins"
197,"McDonaghs' boys"
75,"Men (Frank didn't like)"
145,"Men (outside of Réaltín's house)"
128,"Men (Vasya lives with)"
96,"Men (who come see Lily)"
127,"Men (who planned to travel to Western Europe)"
123,"Men (who worked with Vasya and her brother)"
211,"Michael Connors"
50,"Mickey Briars"
94,"midwife"
16,"Millicent"
297,"Millicent's other Nana (her mom's mom)"
271,"Ming"
272,"Ming's boys"
331,"missing girls (133)"
243,"Mongo (15 lads)"
129,"Neighbour"
130,"Neighbour's baby"
166,"Noreen"
168,"Noreen's baby"
373,"Noreen's doctor"
170,"Noreen's husband"
374,"Noreen's nurses"
262,"Nuala"
358,"Old boy from ciss brien's bar (150)"
310,"one of Denis' lads (123)"
364,"one of the Teapot Taliban"
225,"Other boy (working the lorry with Bobby)"
132,"Others (inside The Miner's Rest)"
175,"Paddy (Brian's father)"
149,"Padjoe Ryan"
260,"Parents at Kate's crèche"
322,"Pat Hourigan"
195,"Paul Newman"
73,"Paulie Jackman"
60,"Pawsy Rogers"
167,"Peadar"
171,"Peadar's children"
286,"Pearl Jam"
157,"People ""aren't happy"" living in their birth place"
156,"People ""falling away dead of the Aids"" (50)"
365,"People (abstract)"
41,"people at the bridge festival"
207,"Peter Connors"
337,"Philly"
169,"PJ"
22,"Pokey Burke"
126,"Policeman (who talks to Vasya)"
119,"Polish men"
255,"Polish subcontractors"
63,"Regan"
362,"Regional Hospital Doctors"
148,"Robert Mahon"
15,"Rory Slattery"
279,"Rory's Father"
284,"Rory's friends"
278,"Rory's Mother"
312,"Roscrea (football team)"
118,"Russian men"
5,"Réaltín"
134,"Réaltín's mother"
220,"Satan"
12,"Seanie Shaper (Sean Shanahan)"
70,"Seanie's brothers"
68,"Seanie's Father"
227,"Seanie's friend"
136,"Seanie's friends"
69,"Seanie's Mother"
71,"Seanie's sister"
213,"Search party (for Bridie)"
336,"Search party (for Dylan)"
212,"Search party (for Peter)"
223,"Sergeant Dick O'Toole"
31,"shitbags in the welfare office"
34,"some farmer lad"
35,"Tattoo artist"
36,"Tattoo shop girl"
65,"taxman"
366,"Teapot Taliban"
183,"the ""ICA crowd"" (57)"
206,"The City Council"
323,"The Crawfords"
57,"the Cunliffes"
55,"the Cunliffes' son"
58,"the Cunliffes' son's aunt"
269,"The Dryffids"
193,"The Farrells (Kenny's parents)"
315,"the guards (127)"
302,"the lads (121)"
117,"The Latvians"
106,"The McDermotts"
147,"The parish"
56,"the Penroses"
282,"The Pixies"
299,"the sheriff (120)"
184,"The Taliban"
341,"the Tans (138)"
177,"the two Walshes"
80,"Tibetan Monks"
6,"Timmy Hanrahan"
162,"Timmy's father"
161,"Timmy's mother"
151,"Timmy's Nana"
160,"Timmy's sibilings"
39,"Tom (Réaltín's father)"
268,"Tony Soprano"
244,"Townie Boys (91)"
8,"Trevor"
205,"Trevor's father"
199,"Trevor's mother"
21,"Triona Cahill/Mahon"
356,"Triona's Father"
361,"Triona's Father's GP"
77,"Triona's friend"
355,"Triona's Mother"
165,"Uncle JJ"
163,"Uncle Noely"
4,"Vasya Afanasiev"
124,"Vasya's boss"
114,"Vasya's family"
115,"Vasya's Father"
116,"Vasya's grandfather"
113,"Vasya's grandmother"
112,"Vasya's Mother"
121,"Viktor Afanasiev"
235,"Vomity Donnell"
239,"Wankyballs"
66,"welfare inspectors"
309,"Whingers on Joe Duffy"
110,"Wife (of the man Vasya worked with)"
76,"Women (""common whores"") (17)"
342,"women (abstract)"
330,"Women of Ireland (132)"
88,"Yvonne Burke"
89,"Yvonne's family"
